date,momentum,mean_reversion,moving_average,volatility_breakout
2012-08-09,0.00025314673040901516,-0.005078269632631893,0.0,-0.0019380090661576422
2012-08-10,-0.006073637178769875,0.0016532989332760817,0.0,-0.0001
2012-08-13,-0.0007051556727830643,-0.005297240518683544,0.0,0.0
2012-08-14,-0.004128243218565852,-0.0021663443164601005,0.0,0.0
2012-08-15,0.002692260370331878,-0.007652599053902131,0.0,0.0
2012-08-16,0.00383515437312667,-0.002077787768055972,0.0,0.00027455629423925884
2012-08-17,-0.0007875898501086054,-0.002333565325813436,0.0,0.000733370207731987
2012-08-20,0.0067197143056993095,0.0014778842176668915,0.0,5.4983672977337863e-05
2012-08-21,-0.0035426460977326046,-0.002109165736151275,0.0,-0.003642646097732605
2012-08-22,-0.002470231751899976,0.003412406012725855,0.0,-0.0002
2012-08-23,0.0011738643091415036,-0.0035798575374252793,0.0,0.0
2012-08-24,-0.0024209703000904305,0.002214573177701906,0.0,0.0
2012-08-27,-0.0026095156164851253,-0.0001,0.0,0.0
2012-08-28,-0.0022504113894191045,-0.002473850313107129,0.0,0.0
2012-08-29,0.003277872850778807,-0.0023302008627802406,0.0,0.0
2012-08-30,0.0020976612351955026,-0.005696084307083604,0.0,0.0019688611111148167
2012-08-31,0.0027344098221813162,0.007370474689485773,0.0,0.0018372537074579308
2012-09-03,-0.0001038234652869896,-0.0017687421655484758,0.0,-0.0006713122542685301
2012-09-04,-0.006747419360732643,0.001335599445436697,0.0,-0.0001
2012-09-05,5.097419825625948e-05,-0.0001,0.0,0.0
2012-09-06,-0.007544767102282357,-0.0002734566920315928,0.0,0.0
2012-09-07,-0.0070338704011278395,0.0030189434037821484,0.0,0.0
2012-09-10,-3.3760403526916785e-05,-0.00019089427819316533,0.0,0.0
2012-09-11,-0.0002386448842499389,-0.005861523363434151,0.0,0.0
2012-09-12,-0.0007962610459882446,-0.003291636741261761,0.0,0.002395375695273516
2012-09-13,0.0027299694389538833,-0.004241943984616725,0.0,0.0015483929303969136
2012-09-14,0.0008190071489212692,0.0025581848325604726,0.0,0.0007190071489212691
2012-09-17,0.0007462937836081984,-0.0042641740445249045,0.0,-0.006516094132477701
2012-09-18,0.002221912361521161,0.0012224547939189367,0.0,0.002121912361521161
2012-09-19,0.0031213033929954116,-0.0016273540689160759,0.0,0.0031213033929954116
2012-09-20,-0.0022705927788466474,-0.004373941755243216,0.0,-0.0022705927788466474
2012-09-21,0.0016863345594190892,-0.00560737155557769,0.0,0.0010372212379645474
2012-09-24,0.008884386320958716,0.0019019748451728712,0.0,0.003087490384114755
2012-09-25,-0.00023792138780065475,0.0016137796814100103,0.0,-0.005196470167865452
2012-09-26,-0.0007829377803051596,0.003070980040840965,0.0,-0.0004
2012-09-27,-0.0022116286661458817,-0.0001,0.0,0.006388791159521579
2012-09-28,-0.004659791256103473,0.0,0.0,0.007869231950038403
2012-10-01,0.006105992740468291,0.0,0.0,0.0065516778412373685
2012-10-02,0.0017443191173129424,0.0,0.0,-0.0006093806102192012
2012-10-03,0.005814995059135209,0.0,0.0,0.004667701574743599
2012-10-04,0.004208081258578256,0.0,0.0,-0.007887384134382003
2012-10-05,0.01059753929821472,0.0,0.0,0.008199711893255624
2012-10-08,0.0006508495415232573,0.0,0.004656698630498756,0.0005508495415232573
2012-10-09,0.0011700327622174544,0.0,-0.0031269323736828223,-0.0014854361602766209
2012-10-10,-0.0014038668731150006,0.0,0.0031999340407217413,0.010969769033837118
2012-10-11,0.0028142712393892655,0.0,0.003159593789889126,0.00927710126942286
2012-10-12,0.002105122191401687,0.0,0.002327199843999406,0.001493207029563104
2012-10-15,0.001980217140896956,0.0,-0.0034486375479441333,-0.0017233249327972878
2012-10-16,0.007479836655206018,-0.0006991702837955692,0.004771655245693252,-0.0002
2012-10-17,-0.00021951054866686803,-0.0001,0.0004977827431095871,0.0013291226976648418
2012-10-18,0.0023462626998360216,-0.00010869180476859022,-0.0026550883978832206,0.0031729136261543166
2012-10-19,0.007871474624723618,0.003893339893127712,0.0041175615917031895,0.0024157969979329507
2012-10-22,0.002011510535509675,-0.001516463141690394,0.0030423882439557294,0.001811510535509675
2012-10-23,0.0007789796794559045,-0.0019545896707573894,0.0015883916428864441,0.001488391642886444
2012-10-24,-0.0022781944770618122,0.0038313564452185367,0.0011464316152285825,-0.0010166182040613925
2012-10-25,0.008605025316664872,0.00016025644941336522,0.005937146226630085,0.005837146226630086
2012-10-26,0.006046393432154506,-0.0011102133640997769,0.0017528647586182889,0.0017528647586182889
2012-10-29,-0.004492246162052516,0.00023253038363324485,-0.00022914577531933932,-0.004492246162052516
2012-10-30,0.00010448032868902732,-0.0039824073841807864,-0.0027383448049407067,-0.0002
2012-10-31,0.004332129042769273,-0.0001,0.001782637267510745,0.0
2012-11-01,-0.004235280505048356,-0.0008373544643420882,-0.005019356973088596,-0.0017563171462250727
2012-11-02,-0.00030615263546178716,-0.004497500435079416,-0.0006485736669226139,0.0001424210314608267
2012-11-05,-0.0016291690950198667,-0.006765211515624603,-0.002242027671687419,0.000612858576667552
2012-11-06,-0.009924181842819823,0.0023582698077749486,-0.00892460291893613,-0.0009995789238836927
2012-11-07,0.003931035511980108,0.00038833479040496516,0.0007466770108928156,-0.0001
2012-11-08,0.004862620408163165,0.00910981829603158,0.004375056688225154,0.0003875637199380112
2012-11-09,0.0017044418260443895,-0.004878843271163713,0.0010845434502014585,0.000619898375842931
2012-11-12,-0.003704798875693882,-0.0030410548295307207,-0.00025062083627569454,-0.0034541780394181875
2012-11-13,0.004939124601589284,0.004091587121997508,0.005039124601589284,-0.0001
2012-11-14,-0.005744948574635478,-0.0043035570317966785,-0.005744948574635478,0.0
2012-11-15,0.0007719883928595017,0.0009772172904991994,0.0007719883928595017,0.0
2012-11-16,0.0030022375520616486,-0.006882151944353032,0.0003952856211594913,0.0
2012-11-19,-0.004809708260365286,-0.0007669571307568846,-0.0020888924677413324,-0.002206820970405354
2012-11-20,0.008981344381522616,-0.0040975165209582555,0.009081344381522615,-0.0001
2012-11-21,0.005534267341408716,-0.0027332423535345596,0.005534267341408716,0.0014905098664234173
2012-11-22,0.001287109053235591,0.0019194335910997728,0.001287109053235591,0.0005295960838087588
2012-11-23,0.001020936242219872,-0.00294236991766319,0.0023933008421473056,0.006223848263763321
2012-11-26,-0.008796924028740948,-0.006132875082311062,-0.009658536078925705,-0.0075700583237443995
2012-11-27,-0.006954128793016423,0.008835661800342853,-0.007729519082622804,-0.0001
2012-11-28,-0.0009740765347926672,-0.0001,0.001838976405001147,0.0
2012-11-29,-0.011685192313769388,-0.008015650006835507,-0.0063469633101436605,0.0
2012-11-30,-0.002495862551430117,-0.004581300291693946,-0.0023958625514301168,0.0
2012-12-03,0.007112222148534952,0.008592583489458627,0.008592583489458627,0.0
2012-12-04,0.0012326610550492446,-0.00022234772288672868,0.0015389230742819614,0.0
2012-12-05,-0.0022537560214830775,-0.0034432973739551343,-0.005597053395438212,0.0
2012-12-06,-0.004940354531240865,-0.0015804144249813579,-0.006520768956222223,0.0
2012-12-07,-0.0018746779399218204,-0.0009723235917332484,-0.002847001531655069,0.0
2012-12-10,0.00378741929727735,-0.00303778508720578,0.0029213657928021776,0.0
2012-12-11,-0.0021446023156328486,0.008967067527566708,-0.0021772367634767865,0.0
2012-12-12,0.004405443858824043,-0.009393422794233896,0.010156612262882846,0.0
2012-12-13,-0.0024966535507120026,-0.01758746168875359,-0.004435745097762278,0.0
2012-12-14,-0.001203619926023336,-0.0015875063018830015,-0.0007938944726537667,0.0
2012-12-17,-0.0013891320152197295,0.0063636837023397395,-0.0032983110028777184,0.0
2012-12-18,0.0002772547901848554,-0.00465458322767015,-0.0012747052429615824,0.0
2012-12-19,0.00012059155157102541,-0.006960537428124036,-0.0020670995596729245,0.0
2012-12-20,0.003863866961583429,0.00029137369297834733,0.0033211979565023865,0.0
2012-12-21,0.004462559615666395,0.0015648359861598626,0.003102324716818128,0.0
2012-12-24,0.00013696644271408154,0.0007363148293047185,0.0010732812720188,0.0
2012-12-25,-0.0009623479301423376,-0.0001,-0.00037518767247362027,0.0
2012-12-26,-0.0034008100437010304,0.0,-0.005620362380209731,-0.0013255011211306012
2012-12-27,0.00413909140694404,0.0008114137564993462,0.009130922543003095,-0.0001
2012-12-28,-0.003591882352053566,-0.00011767546678080887,-0.006506556047513312,0.0
2012-12-31,-0.0011689571249212881,-0.00019653168457225422,-0.0002167685388781315,0.0
2013-01-01,0.0015637571662106664,-0.00128868142187486,0.007212003350954732,0.0
2013-01-02,0.0027361298227666308,-0.0023192857739159577,0.0009704409724255569,0.0
2013-01-03,-0.002545254052574597,-0.00574106027280048,0.0009063970322696679,0.0
2013-01-04,0.001675241078074885,0.00133771629807784,0.005369870891900152,0.0035946298138252674
2013-01-07,0.00924565990420958,-0.00590254477071841,0.010154342013013995,0.000908682108804415
2013-01-08,0.003067298777979577,0.007727433125991778,-0.0015447877101442352,-0.006441307171818289
2013-01-09,-0.001202670042879661,-0.0008004037831087273,0.002493805832359297,-0.0002
2013-01-10,-0.0035847373254570547,-0.0001,-0.003305198314219626,-0.005695410351122277
2013-01-11,-0.0008866474657879709,0.0,-0.0022319906331954133,-0.0001
2013-01-14,0.00015532309013197577,0.00827009929107415,5.532309013197576e-05,0.0
2013-01-15,0.002171599049235473,-0.0001,0.002171599049235473,-0.0018947415086443598
2013-01-16,0.007167048304857149,0.0,0.007167048304857149,-0.002332558109751748
2013-01-17,-0.003966542511942994,0.0,-0.003966542511942994,-0.0012183796792594734
2013-01-18,0.01193306221419932,0.0,0.01193306221419932,0.011278205261923469
2013-01-21,0.002496650720584426,0.0,0.002496650720584426,-0.010233138698952005
2013-01-22,0.007221624604257215,0.0,0.007221624604257215,0.0025562631284540283
2013-01-23,0.003233236691228192,-0.0003401625615566561,0.003233236691228192,0.0031332366912281916
2013-01-24,0.013191365015239676,-0.0001,0.013191365015239676,0.009608453443695842
2013-01-25,0.0015972137430752208,-0.007291110965496251,0.0015972137430752208,0.0014972137430752208
2013-01-28,-0.006597867559099168,0.00014041033919025557,-0.006597867559099168,-0.0021638208328729315
2013-01-29,-0.002372679771855335,-0.0019795443871710727,-0.002372679771855335,-0.0001
2013-01-30,-0.0015161544115469328,0.0018544732795804375,-0.0015161544115469328,0.0
2013-01-31,-0.0048827071500534116,-0.0005633972827132738,-0.0048827071500534116,0.0
2013-02-01,0.005058368351498865,0.003952915993086436,0.005058368351498865,0.0
2013-02-04,0.0054973865487056624,0.0045188169760487455,0.0054973865487056624,0.0
2013-02-05,0.0009711686262506181,-0.0001,0.0009711686262506181,0.0
2013-02-06,-0.002102553256787576,0.0,-0.004658078464231052,0.0
2013-02-07,0.005174521113156217,0.0,0.0024797943188543,0.0
2013-02-08,-0.0044797293002444725,0.0,-0.006959171543243925,-0.0048687038920741995
2013-02-11,0.007170928928847742,-0.004984825105952273,0.007706066412383095,-0.0001
2013-02-12,0.003016228429406631,0.0031535144538332284,0.001321659490890914,0.0
2013-02-13,-0.0008638717724539057,-0.0001,0.002733612130720475,0.0031417445222805427
2013-02-14,-0.005037917530069924,-0.0025771909774663037,-0.008401968925610959,0.0005721428699242637
2013-02-15,0.0002505950852765837,0.0075480090326403345,-0.0009127474208827868,0.0010727429242455954
2013-02-18,-0.0063077752168468225,-0.0014599570548055386,-0.007649363038904333,0.00010217983826049659
2013-02-19,-0.007019532257495164,-0.003788780126152691,-0.00609981119613272,-0.0010197210613624441
2013-02-20,0.00369583751424587,0.003409776279984944,0.003509776279984944,-0.0001
2013-02-21,-0.0029836225852249987,-0.0013309362573423078,-0.0013309362573423078,0.0
2013-02-22,-0.0021609455171861082,-0.0026669560587388673,-0.003653200705215709,0.0025979907326256655
2013-02-25,-0.011248280932547594,-0.008036905341818279,-0.00793690534181828,-0.0002265294357082448
2013-02-26,0.00664469106763288,-0.0012764679671058653,0.00411045431139836,-0.0001
2013-02-27,-0.000781926029337443,0.0008629494277132554,-0.002216273419308923,0.0
2013-02-28,0.004669071783474954,0.002343669798476533,0.004569071783474954,0.0
2013-03-01,-0.0014551445735939029,-0.0001,-0.0014551445735939029,0.002208939076938288
2013-03-04,-0.0015393275297530095,0.004993685719464647,-0.0015393275297530095,0.00027006192750639324
2013-03-05,0.0007678049254536967,-0.0001,0.0007678049254536967,-0.001582083798041345
2013-03-06,3.8040655502502574e-05,0.0017165053573515165,3.8040655502502574e-05,-6.193757901791201e-05
2013-03-07,0.0034647925425876913,-0.0001,0.0034647925425876913,-0.0002287316476543122
2013-03-08,-0.0019948850425643093,0.0,-0.0019948850425643093,-0.0001
2013-03-11,-0.0052213756434895675,0.0,-0.0052213756434895675,0.0
2013-03-12,0.002921520746626949,0.0,0.002921520746626949,0.0
2013-03-13,-0.0004913233927533068,-0.0007944897154693487,-0.0004913233927533068,0.0
2013-03-14,0.0013820029027061588,-0.0029557120406412006,0.0013820029027061588,0.0
2013-03-15,-0.005757138524846672,-0.004052481283095532,-0.005757138524846672,0.0
2013-03-18,0.004554917645863421,-0.001938483566147542,0.004554917645863421,0.0
2013-03-19,0.0017193822219128796,-0.002011728775710231,0.0017193822219128796,-0.002392356316970723
2013-03-20,-0.001317046723074533,0.004181733989748426,-0.001317046723074533,-0.0006143783995272155
2013-03-21,0.0030189702625114554,-0.0035648821232755036,0.0030189702625114554,-0.0001
2013-03-22,0.0007410725701328502,0.002800466477478869,0.0007410725701328502,-0.0035542143007541104
2013-03-25,0.0014542866795515196,-0.0001,0.0014542866795515196,-0.0002
2013-03-26,0.0012978651428675158,0.0,0.0012978651428675158,0.0
2013-03-27,0.0016625730297919806,0.0,0.0016625730297919806,0.0
2013-03-28,-0.004102059041087425,0.0,-0.004102059041087425,0.0
2013-03-29,-0.005944176444395643,0.0,-0.005944176444395643,0.0
2013-04-01,-0.002947762646565022,0.00114109157210186,-0.002947762646565022,0.0
2013-04-02,-0.002913901795797413,0.0038389323855962053,-0.005473005163939382,0.0
2013-04-03,0.000895708429335218,0.0033234356535506437,-0.0024773928589514327,0.0
2013-04-04,0.008176528681925487,0.005185905107684396,0.008869841509285648,0.0
2013-04-05,0.000590519057570349,-0.005488480716970889,-0.0016895945467915619,0.0
2013-04-08,0.005287862605620619,-0.00995609042212029,0.0018779026859722103,0.0
2013-04-09,-0.005728071905075849,0.001158316738256726,-0.0048844225161212675,-0.002295326913465068
2013-04-10,-0.0036604359163812995,0.0009451965394034811,-0.0018652624769103453,-0.0001
2013-04-11,0.003310126039407357,-6.280631204280684e-05,-0.0031525680074362184,0.0
2013-04-12,-0.004268971186616066,0.011704497250788638,0.00150277284056497,-0.0043689711866160665
2013-04-15,0.0013657559865194457,-0.004290739733715687,0.0011022044767704299,-0.0001
2013-04-16,0.0004849848550345204,0.0029963244031060545,-0.00194270150025313,0.0
2013-04-17,-0.0013707763406874962,-0.0002,0.007349961049679466,0.0
2013-04-18,0.000487924785988092,0.0,0.0015642367354776533,0.0
2013-04-19,-0.0031670177178522605,0.0,-0.004313085306154862,0.0
2013-04-22,0.0009127349705466692,0.0,0.01012277525115084,0.009408665368949165
2013-04-23,-0.0032112195683054235,0.0,-0.0065632994118125735,-0.002475807537510788
2013-04-24,-0.00433234377226428,-0.00389001111952908,-0.004596360896110996,-0.0002
2013-04-25,0.004570088380063087,0.004670088380063086,0.006172003322573017,0.0
2013-04-26,-0.002002006726640215,-0.0001,-0.006183636585825536,0.0
2013-04-29,-0.006368034389341526,0.0,-0.00247981154178869,0.0
2013-04-30,0.0033052792481798486,0.0032052792481798487,0.0010189579297180007,0.0
2013-05-01,-0.002224002776559586,-0.0001,-0.006369835736638541,-0.004460432370635104
2013-05-02,-0.010628417014301238,-0.002101118091383103,-0.012629535105684342,-0.004689654448517111
2013-05-03,2.08104144321819e-05,-0.004072406362820191,-0.003972406362820191,-0.0002
2013-05-06,0.003156714147690387,0.008345947377239326,0.008345947377239326,0.0
2013-05-07,0.0013184656071340672,0.0022964188256014762,0.0022964188256014762,0.0
2013-05-08,0.005716662803908567,0.003980479852333707,0.009382660967441937,0.0
2013-05-09,-0.00019253914028316554,0.004262482747434304,0.0035913958538999814,0.0
2013-05-10,0.0006469471338095611,0.008637199392088091,0.003605382138485913,0.0
2013-05-13,-0.0030582197515797273,-0.0001,-0.0014483934645916686,0.0014098262869880584
2013-05-14,0.0016520101175431345,0.0,-0.0010644483877581656,-0.0017860422220215
2013-05-15,0.004760943986673105,0.0,0.004939545439764959,0.0032244309485923274
2013-05-16,0.0017060674645909101,0.0,0.00031947597786281535,0.0014057328999618867
2013-05-17,0.0007201792271622764,0.0,0.0008747344444474337,0.0010835893401393015
2013-05-20,-0.0031822590266154306,0.005474532366729334,-0.007681594795730162,-0.000757907322757656
2013-05-21,-0.0006698376595911215,0.0026304115285748163,0.0023132514567810293,0.00021440424065625194
2013-05-22,-0.011607559309515226,-0.0001,-0.0018310717653382325,-0.007774814526748264
2013-05-23,0.0025809470426449875,-0.0037352693916769208,0.002456052306694989,-0.00042489473594999863
2013-05-24,-0.011176427864037598,0.0009241268027196492,-0.006284127427384845,-0.0001
2013-05-27,-0.007900308793352916,-0.005356313229408438,0.003150905315377406,0.0
2013-05-28,-0.0009308837890692368,0.0016015153806847372,-0.0006308837890692364,0.0
2013-05-29,0.013319030626719209,0.004805899444647199,0.0061422331007336736,0.0
2013-05-30,-0.007834646998282336,-0.0007585184918961984,-0.006612444541045925,-0.00132220245723641
2013-05-31,0.003174242644947789,-0.007883465322758942,0.001793072047989863,-0.0001
2013-06-03,0.010736419338931148,0.0010683898723755747,0.01144916958793396,-0.0008127502490028138
2013-06-04,0.0003767218842780862,-0.002634890918978916,-0.0038860465047373394,-0.004975202901066655
2013-06-05,0.0004494710728988771,-0.0008425839410693414,-0.0010466380500173678,-0.0013432192265498855
2013-06-06,-0.0020454565713181384,0.006000916223872554,-0.002357903710283149,0.00021244713896501074
2013-06-07,0.003923701161329019,0.0006791544755816116,0.003622389082433131,-0.0006782900547082082
